"fairelec","contrib","concede","equalvote","turnout","equalrights","speech","protest","media","limits","judicial","facts","vote","rating"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Abstained",60
4,NA,NA,4,4,NA,NA,4,NA,NA,NA,4,"Trump",52
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,"Harris",53
NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,"Harris",80
3,NA,NA,NA,NA,4,NA,NA,3,4,NA,3,"Abstained",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",40
NA,NA,NA,2,NA,NA,NA,NA,4,NA,3,3,"Trump",40
NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,"Harris",87
NA,3,NA,NA,4,3,2,NA,1,NA,NA,NA,"Trump",65
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Trump",70
NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",63
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Trump",43
NA,4,3,NA,NA,3,NA,NA,NA,NA,NA,3,"Trump",52
NA,NA,4,NA,NA,4,NA,NA,4,3,NA,NA,"Harris",91
4,4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Trump",50
NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Trump",81
4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Trump",81
NA,NA,1,NA,NA,NA,NA,4,NA,NA,3,NA,"Trump",18
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,"Abstained",60
4,NA,1,NA,NA,NA,4,NA,NA,1,NA,NA,"Abstained",51
NA,NA,NA,NA,3,NA,3,NA,NA,3,NA,2,"Trump",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,"Trump",65
NA,NA,3,NA,NA,4,NA,4,NA,NA,NA,NA,"Abstained",51
NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,"Abstained",76
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",70
NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Abstained",50
NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,"Harris",58
NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",45
NA,NA,4,4,NA,4,NA,NA,NA,NA,4,NA,"Abstained",90
3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,"Trump",71
NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",18
2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"Abstained",47
NA,1,2,NA,NA,3,NA,NA,NA,NA,NA,3,"Trump",37
NA,NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,"Trump",73
NA,NA,NA,4,NA,4,3,NA,NA,3,NA,NA,"Harris",63
NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,"Harris",70
NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Trump",53
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Trump",61
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",60
NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,4,"Harris",10
NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,"Abstained",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",50
NA,NA,NA,4,NA,NA,4,3,NA,NA,4,NA,"Harris",58
NA,NA,NA,NA,3,NA,NA,NA,2,3,NA,NA,"Other",41
NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,"Trump",30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",20
NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Abstained",55
4,NA,NA,NA,4,4,NA,NA,2,NA,NA,NA,"Harris",80
NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,"Trump",50
NA,NA,NA,NA,4,NA,NA,2,2,NA,NA,NA,"Trump",80
NA,NA,3,NA,NA,NA,NA,NA,2,4,NA,NA,"Trump",43
3,NA,NA,3,2,3,NA,NA,NA,NA,NA,2,"Harris",75
NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,"Harris",60
NA,NA,1,4,NA,NA,NA,4,3,NA,NA,NA,"Trump",0
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",78
NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,3,"Abstained",70
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",68
NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",52
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",91
NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,"Harris",66
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,"Trump",95
NA,3,4,NA,NA,NA,NA,3,NA,NA,NA,4,"Harris",60
NA,NA,NA,4,3,NA,NA,NA,NA,NA,4,NA,"Harris",75
NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,"Abstained",72
NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,"Harris",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Abstained",33
NA,NA,NA,1,NA,NA,2,3,NA,NA,NA,NA,"Trump",61
NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,"Trump",45
NA,3,NA,1,NA,NA,NA,4,NA,NA,NA,NA,"Trump",51
NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,3,"Harris",38
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,"Harris",47
NA,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,"Abstained",70
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",81
NA,NA,2,NA,NA,NA,NA,NA,NA,4,3,NA,"Trump",70
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,"Trump",70
NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,4,"Harris",70
NA,NA,3,NA,NA,NA,3,3,NA,3,NA,NA,"Trump",84
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Trump",80
NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",75
NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,"Harris",71
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",76
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Abstained",13
NA,3,NA,NA,NA,NA,8,NA,NA,NA,8,NA,"Trump",46
NA,NA,NA,NA,NA,3,1,NA,NA,NA,2,NA,"Abstained",51
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Abstained",65
NA,NA,4,NA,NA,NA,4,4,NA,NA,3,NA,"Trump",0
NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",90
4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",38
NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,"Abstained",50
NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Harris",39
4,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,"Harris",70
NA,2,NA,NA,NA,NA,NA,3,NA,NA,4,2,"Harris",80
NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4,"Harris",57
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",40
NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,"Trump",77
NA,NA,2,4,NA,NA,NA,4,NA,NA,NA,NA,"Trump",70
NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",81
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,"Trump",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,"Trump",49
NA,NA,NA,NA,3,NA,NA,4,NA,NA,4,4,"Abstained",65
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Harris",80
4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Trump",74
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",40
NA,4,NA,4,NA,NA,NA,NA,4,NA,NA,NA,"Abstained",49
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",61
NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,3,"Harris",81
NA,NA,NA,NA,3,NA,NA,2,NA,3,NA,NA,"Trump",42
NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Abstained",76
NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,1,"Trump",10
NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,"Trump",51
NA,2,NA,2,2,NA,NA,3,NA,NA,NA,NA,"Abstained",40
NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,"Trump",38
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Harris",60
NA,NA,NA,3,NA,3,NA,NA,4,3,NA,NA,"Trump",84
NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,"Trump",25
NA,4,4,NA,NA,NA,NA,NA,NA,4,NA,NA,"Abstained",25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",100
NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,"Trump",50
NA,2,NA,2,NA,NA,3,NA,NA,NA,NA,NA,"Abstained",0
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,"Abstained",100
NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,4,"Trump",57
NA,NA,3,3,NA,3,NA,2,NA,3,NA,NA,"Other",33
NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,"Trump",79
NA,NA,NA,4,NA,NA,NA,NA,NA,4,4,NA,"Trump",90
NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",49
NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,3,"Harris",45
NA,3,NA,4,NA,3,NA,NA,1,NA,NA,3,"Trump",83
NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,"Trump",25
NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Trump",1
NA,4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Abstained",80
NA,NA,NA,4,NA,4,NA,NA,3,4,4,NA,"Trump",100
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,"Harris",20
NA,NA,NA,NA,3,NA,2,NA,NA,2,3,NA,"Other",56
NA,NA,1,NA,NA,3,NA,NA,NA,NA,4,NA,"Harris",74
NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",86
NA,NA,4,NA,NA,NA,4,4,NA,NA,4,NA,"Harris",80
3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,"Other",46
NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",100
NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,"Abstained",71
NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,"Abstained",49
4,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,"Abstained",63
4,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,"Trump",33
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",61
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,"Harris",31
NA,3,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Harris",75
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Trump",30
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,4,"Abstained",70
NA,NA,NA,NA,4,4,NA,4,4,NA,NA,3,"Harris",43
NA,NA,4,NA,3,NA,3,NA,NA,NA,NA,4,"Harris",45
NA,NA,NA,3,4,NA,NA,NA,NA,4,4,3,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",27
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,"Trump",50
NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Harris",46
NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,NA,"Trump",54
NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,3,"Trump",68
4,NA,NA,4,NA,NA,NA,3,3,NA,4,NA,"Trump",45
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",65
NA,NA,3,NA,NA,NA,8,3,NA,NA,NA,NA,"Harris",80
NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,4,"Harris",71
NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",100
NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,"Trump",50
NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Harris",37
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",22
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",52
4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Trump",60
NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Abstained",25
4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Harris",80
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",61
4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,"Harris",80
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Harris",50
NA,3,NA,NA,1,NA,2,2,NA,NA,1,NA,"Abstained",99
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",40
NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,"Harris",40
NA,NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,"Harris",36
NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,"Abstained",30
NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,4,"Harris",60
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,"Trump",52
NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,"Abstained",98
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,"Harris",68
NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,4,"Harris",50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Trump",42
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Abstained",86
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,"Harris",75
4,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,"Harris",95
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",100
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",0
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",80
NA,1,NA,NA,NA,3,4,NA,NA,NA,NA,NA,"Trump",80
4,NA,NA,NA,NA,4,NA,1,NA,NA,4,NA,"Trump",40
NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",46
NA,NA,NA,4,NA,4,NA,NA,4,NA,NA,NA,"Other",87
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",60
NA,NA,NA,NA,4,3,NA,NA,4,4,4,NA,"Trump",40
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",40
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",66
4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Abstained",12
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",49
4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Harris",40
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,"Trump",53
NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",76
NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Trump",66
NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,"Harris",85
NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,"Trump",10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",87
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Harris",70
NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",80
NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,"Abstained",80
3,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,"Trump",75
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",100
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Harris",50
4,NA,NA,NA,NA,4,3,4,4,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,"Trump",52
NA,NA,NA,NA,3,NA,NA,NA,4,NA,4,NA,"Other",87
4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Trump",75
NA,NA,4,NA,4,4,NA,NA,NA,NA,4,NA,"Harris",30
NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,"Harris",22
NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Harris",12
NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,"Abstained",64
NA,1,NA,NA,4,NA,4,NA,NA,NA,NA,NA,"Trump",70
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",50
NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,"Trump",50
NA,NA,2,NA,NA,NA,NA,NA,NA,4,3,NA,"Trump",52
NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,"Harris",85
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Harris",100
3,3,NA,NA,NA,NA,NA,3,NA,3,3,NA,"Abstained",51
NA,NA,3,4,NA,NA,NA,NA,NA,NA,3,NA,"Harris",75
4,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,4,NA,4,NA,3,NA,"Trump",95
NA,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"Harris",70
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",76
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,"Harris",80
NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",65
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Other",0
NA,4,NA,NA,NA,4,4,NA,NA,NA,NA,4,"Trump",70
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",51
NA,NA,2,NA,3,NA,4,NA,NA,NA,NA,3,"Harris",65
NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,3,"Harris",90
NA,NA,2,NA,2,NA,3,NA,4,NA,NA,NA,"Harris",31
4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,"Harris",89
NA,NA,NA,NA,NA,NA,NA,2,3,NA,3,NA,"Harris",81
NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Trump",80
NA,1,NA,NA,NA,NA,3,NA,NA,NA,2,NA,"Harris",48
4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Harris",50
3,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,"Trump",0
NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,"Trump",71
NA,1,NA,NA,NA,4,4,NA,NA,NA,NA,4,"Trump",90
4,NA,4,NA,NA,NA,NA,4,NA,2,NA,NA,"Abstained",60
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Abstained",60
NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",60
NA,NA,NA,4,3,NA,4,NA,NA,NA,NA,2,"Trump",71
NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,"Abstained",50
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",48
NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,"Harris",74
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,"Trump",79
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",10
NA,NA,NA,4,NA,4,NA,NA,NA,NA,3,NA,"Harris",80
2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,"Abstained",42
NA,4,3,4,NA,4,NA,NA,NA,4,NA,NA,"Trump",72
4,NA,3,4,NA,NA,NA,NA,NA,4,NA,NA,"Harris",80
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",68
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",71
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",40
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",80
NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,"Trump",83
3,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,"Harris",70
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",91
NA,NA,NA,4,NA,4,NA,NA,NA,4,NA,NA,"Trump",30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"Harris",90
4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",70
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,"Other",50
NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,"Trump",38
NA,NA,NA,NA,4,NA,NA,NA,NA,3,4,3,"Harris",58
NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Abstained",70
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",92
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",74
NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,2,"Harris",61
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Trump",51
3,3,NA,2,NA,2,NA,NA,2,NA,NA,NA,"Trump",54
NA,4,NA,NA,NA,NA,NA,NA,3,4,NA,3,"Harris",50
NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",49
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Trump",80
3,3,NA,3,NA,NA,NA,NA,3,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,"Trump",70
3,NA,NA,NA,2,3,NA,3,NA,NA,NA,NA,"Abstained",60
NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,"Abstained",40
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",71
NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Trump",10
4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Harris",56
4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",37
NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,"Abstained",71
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",88
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",51
NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Trump",51
NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,"Trump",70
NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,"Harris",56
NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,"Harris",70
4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",45
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Harris",93
NA,3,NA,NA,NA,NA,NA,NA,4,NA,3,NA,"Abstained",70
NA,NA,NA,NA,3,NA,4,NA,NA,NA,4,NA,"Harris",96
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",61
4,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,"Harris",70
4,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,"Trump",72
NA,4,NA,NA,3,NA,NA,NA,NA,NA,4,NA,"Trump",90
NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Abstained",80
NA,NA,NA,NA,4,NA,3,NA,3,3,NA,NA,"Trump",50
NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,"Trump",95
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"Harris",56
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",55
NA,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,"Trump",64
4,3,NA,NA,3,4,NA,4,NA,NA,NA,NA,"Harris",80
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"Abstained",36
4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Abstained",45
NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",79
4,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,"Trump",56
NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,"Trump",51
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",58
NA,3,NA,NA,3,4,NA,NA,3,NA,NA,NA,"Trump",91
2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",55
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,3,"Trump",60
2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,"Abstained",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Abstained",21
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",81
NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",80
NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",75
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",85
NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",50
3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,"Harris",52
NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,"Trump",81
NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,"Harris",69
NA,NA,3,4,NA,4,NA,NA,NA,NA,NA,4,"Harris",51
